"Id Parada",Nombre,Latitud,Longitud,Dirección,Linea/as
6,"Blanca de Castilla-Camino de la Zarzuela",-3.783603429634,40.464985560198,"Blanca de Castilla S/N con Cº de la Zarzuela           ",161
3,"Blanca de Castilla-Camino de la Zarzuela",-3.7838548598695,40.464956830856,"Blanca de Castilla con Cº de la Zarzuela               ",161
